"comment","like_count","panjang"
"hanya orang2 cerdas yang bisa mengambil pesan dari apa yg disajikan komedian panji. secara konteks ini adalah komedi sarkasme dan dalam konteks dunia humor memang sudah ada bidangnya. selama inti pesan yg dia sampaikan adalah kebenaran, menurut saya sah sah saja. justru kalau ada kelompok yg katanya mewakili muhamadiyah dan nu (meski saya pertanyakan juga dari penampilan dan cara bicaranya apakah dia/ mereka benar2 mewakili dari muhamadiyah dan nu?) menyatakan ini penistaan agama, justru saya ingin tahu apakah shalat wajib mereka semua yg ikut demo tidak pernah terlewatkan? apalagi apakah tepat waktu dan apakah kyusuk? kalau ada dari mereka pendemo yg sering meninggalkan shalat wajib, justru mereka itu lah penista agama. lantang menuduh orang menista agama, tapi dia sendiri menentang perintah allah subhanahu wa ta'ala. sikap orang2 seperti itu dapat merusak citra agama islam, karna orang di luar islam bisa saja mencap ""seperti ini ternyata orang islam"". padahal agama islam membenci orang2 munafik","1","1011"
"bego nyamain sama ahok, ahok pake dalil alquran, kitab suci umat islam....","1","74"
"@kangazizojolcoba yg ngomong pakek dalil waktu itu sama-sama muslim, apakah termasuk penistaan agama??","0","102"
"@kangazizojolkalo ga mau dibilang literasi rendah coba jelasin apa statementnya ahok saat itu dan dimana kesalahannya?","0","118"
"panji silahkan lahh mau ngatain prabowo, gibran, jokowi bebas gua gak marah. tapi kalo ngatain orang sholat emang brengsek sihh elu. setiap orang punya keyakinan dan itu jangan dijadikan bahan bercandaan.","0","204"
"yang disampaikan memang benar adanya. menistakan dibagian apanya? tuh para penipu rakyat. menistakan janji mreka diatas al quran. adem?? tenang2 aj. merekalah yg menistakan agamanya. berjanji dan bersumpah diatas al quran tp berkhianat.","0","236"
"lah dimana letak penistaan agamanya? emang nu sama muhammadiyah agama? tersinggung orang orang yg rajin ibadah tapi belum tentu baik ya. emang salahnya ngomong dimana sih? bukannya yg diucapin pandji adalah fakta","0","212"
"panji sudah cross the line, bahkan 2 kali. stand up komedi itu dilarang keras bahas unsur-unsur sara. pertama dia bahas budaya adat toraja kemudian sekarang mengolok olok orang sholat. harusnya kena sihh. gak ada kebebasan demokrasi tapi menyinggung sara.","1","255"
"bagusnya panji itu di hukum rajam apa,draah penista agama itu ga haram kakau di minun","0","85"
"koruptor aja sholatnya ngak bolong... sholat bukan ukuran moral, sholat hny alat pencitraan tdk menjadi patokan prilaku seseorang","3","129"
"dia itu ceramah apa ngelawak apa gimana sih, nyari duit ko gt bgt","0","65"
"kenapa ya sampe di bawa ke rana hukum, padahal panji benar, kenapa ya umat islam banyak cengeng, mending kita tolong diri kita sendiri baru tolong islam, ingat islam itu bukan sholat dan zikir.","0","193"
"fix itu yg demo mahasiswa oon belajar lagi dek biar pinter ""memangnya kalo sholatnya ga pernah bolong sudah pasti orangnya baik?"" ini sama dengan kalimat yg sering kalian katakan ""memang dpr sudah pasti mewakili rakyat?"" ""memangnya seorang mantan menteri agama sudah pasti tidak korupsi?"" ""memangnya kalo sudah jadi aparat mereka sudah pasti baik?"" ""memangnya kalo sudah mahasiswa sudah pasti pinter?"" banyak kalimat lain yg serupa. kelihatan banget kalo kalian itu masih labil, sangat mudah sekali diprovokasi. oon...oon... padahal setau saya muhammadiyah dan nu ga pernah baperan. apalagi omongan/kritik untuk perorangan seperti itu.","0","635"
"tau dari mana kalau para koruptor sholat gak pernah bolong ?","0","60"
"coba simak baik baik. perlu paham linguistik, sintax maupun semantik...sangat jelas itu sebuah justifikasi yg keliru dengan membenturkan dimensi keimanan vs logika, apalagi sangat jelas dibandingkan anak nggak pernah bolos. konyol...","0","233"
"klo tdk paham konsep agama jgn bicara agama ,bahaya, resiko neraka klo org islam","0","80"
"jgn sholat kau pakai candaan kritik orangnya lgsung nggak brani?","1","64"
"assalamualaikum apa apaan ini, siapa yang mereka wakilkan? jujur saya pro kepada bang panji, negara ini harus banyak mendapatkan kritik dari rakyatnya, baik itu ormas agama atau organisasi lainnya terutama pemerintah gilanya, jadi demo yang di lakukan pemuda ini tidak mewakili umat islam di indonesia, saya islam saya membela kebenaran, obat yang manjur adalah obat yang rasanya pahit , gula yang berlebihan hanya akan mendatangkan penderitaan","0","444"
"lah fakta di al qur'an aja jelas ada org ahli ibadah masuk neraka makanya belajar agama. memang yg dibilang oanji benar elu sholat elu kira elu benar tapi korupsi dana haji","0","172"
"jangan bawa bawa orang sholat,si kepala botak ngomong seenaknya sendiri.pelawak ya bikin yg lucu-lucu aja","0","105"
"panci itu tak paham sholat sehinga mulut nya lancang eh loe panji kali ini untuk urusan yang ini anda keliru..","0","110"
"ayolahhh.....,, denger apa yang dikatakan...,, orang solat belom tentu baikk.... ini faktaaaaa dalam surat al ma,un allah mengatakan : ,, maka celakalah orang orang yang solat,, ini menunjukkan bahwa tidak semua orang solat itu baikkkkk woiii ormas ormas penjilat... ada otak tu di pakee lahh... si guphron ngomong tuhan itu ngontrak ke dia kagak lu demoo.... ini bang pandji ngomong.. orang solat blom tentu baikk lu demoo","0","423"
"kebodohan warga konoha yg gampang emosi tanpa pondasi ilmu + iman yg mumpuni. belajar dulu dgn benar sebelum emosi. coba cermati lagi ucapan pandji dgn cernat ?!!?","0","163"
"stand up komedi bebas mau ngomong apa aja, tapi hargain agama orang lain. mengolok olok sholat itu bukan komedi","0","111"
"@cimut-r1rdimana letak olok2nya? apa yg disampaikan panji menurut saya sah sah aja dan faktanya ada yg begitu. sama halnya menteri agama nih, menteri agama ya, korupsi","0","167"
"sbg muslim aplg ngerti agama smg dlm pelaporan panji bkn bentuk kepentingan tertentu dn ingatlah sbg muslim janganlah agama di permainkn dn dikit2 dilaporkan","6","157"
"bapa jesus diginiin pengikutnya aman aja muslim juga kadang gituin bapa jesus. akward moment","6","92"
"fakta kok, yang sholatnya rajin kan belum tentu baik. terutama konteksnya di sini kan pemilu? banyak calon yang mendadak paling rajin ibadah sedunia.","3","149"
"dari sini kita harus paham. pejabat maupun calon pejabat ga perlu jualan agama lagi. ga perlu umumin haji atau jadi imam dimana. urusan ibadah tuh urusan pribadi. yang dibutuhin rakyat ya kinerjanya, bukan soal ibadahnya.","1","221"
"karna palsu gampang ternista allah swt ka'bah alquran muhamad","0","61"
"@aliflamlamha-f2m palsu? sebelum dunia ada.. islam sudah ada... sebelum kita lahir... ribuan tahun yang lalu para nabi dan rasul sudah dakwah.. terus ada orang baru lahir di zaman sekarang.. bilang palsu jangan jangan akun anda palsu bro","0","237"
"saya muslim pecinta habaib harus mengakui kalau pola pikirnya bib novel memang dangkal ..maaf ya bib tp fakta","1","109"
"memng bener seseorang yg sholatnya gk bolong""itu rajin kan belom tentu dia sempurna dn suci.ibarat kuliah gk bolong juga itu rajin belom tentu juga dia secerdas albert einstein kan novel.dn anda lihatlah dinegara konoha ini bnyak gus gusan habib berserakan make peci.kopiah.sarung, jubah,sorban gk slalu dimimbar kmarena mreka joget sma biduan kan diacara maulidan.. berati yg memakai jubah atribut agama panggung agamis itu gk mesti kajian kmaren itu dangsutan biduan sisawer juga memakai baju seksi...coba deh dikaji dngan crmat dn jngan kburu napsu apa yg diucapkan panji itu malah edikasi dn fakta","0","601"
"timur tengah udah mengkoreksi batas kepemimpinan khulafaur rasyidin ...aneh apa tidak...? cerita cerita tentang para sahabat nabi tersebut rata rata mati terbunuh , padahal waktu menjabat di pimpinan islam atau khafilah itu , adalah ketika telunjuk jari kanan pada akhir tahiyatul mengangkat. dan membaca kalimat syahadat, pemimin itu akan terlambat mengangkat jari tertusuk oleh makmun di belakangkan nya. istilah di tikam dari belakang di timur tengah masa jabatan pemimpin islam itu berbegeser itu menjadi cerita para sahabat2 nabi mati di tikam padahal tidak. seperti umar bin khatab 120 thn sudah tidak kuat mengangkat pedang ... semua sahabat2 nabi mati pada usia tua , mencapai dimensia. jadi bukan nya tidak ada batas waktu umur menjabat di pemerintahan islam , tapi waktu bergeser islam di terpa komunisme dr. musadek , dan membuat semua negara2 kepemimpinan islam itu menjadi negara presidensial , menggantikan kepemimpinan raja raja kecil di timur tengah.","0","966"
"laaah lucu dibilang penistaan ormas islam ngurusin tambang","0","58"
"karna palsu gampang ternista allah ka'bah alquran muhamad","0","57"
"bodoh nyeee yg ngaku paling beragama islam,,, atau ormas2 itu lahhh,,, knp gufron dan yg ngaku gus2 an,, khabib2an malah msh bebas aja buat acara??? emang lebih parah omongan pandji dari pd gufron dll???? sesattttt pikirrrr atau memang ada pesanan????","0","251"
"ada novel baswedan tokoh pnyidik kpk yg memiliki marwah dn integrity..dn beliau tidak perlu mncari pengakuan sbagai tokoh yg tauladan. lah ada juga novel telenovela hadeuhhh embuh mules gua...... satu kata buat novel ini gk usah alhmdulilah gitu... muakkk gua dn malu sbagai muslim ko dangkal dn sensitive kali ucapan fakta dibawa pnistaan spertinya kurang ilmu sih anda.yg jelas mnista berserakan lo diam aj","0","408"
"panji ini harusnya lgs ditangkap sangat menghina dan provikasi agama islam","3","74"
"karna palsu gampang ternista allah swt alquran muhamad","3","54"
"bukan kritik nmnya klw msaalh fisik bukan kebijakan yg disinggung itu penghinaan terhadap ciptaan allah swt","0","107"
"emang fakta ko, orang rajin sholat belum tentu baik, menteri agama faktanya korupsi","1","83"
"malah lbh lucu polisi dari panji, gimana kabar teror kpd aktifis kmrn pak pol...? urusan begini gercep banget, org yg mengkritik ini yg pajak penghasilannya buat bayar gaji kalian pak pol,","1","188"
"maksudnya penistaan agama itu agama apa yang dinistakan., nu atau agama islam","0","77"
"materi panji jelas menghina sholat. napa sholat dijadikn lelucon? sedang itu ibadah pokok umat islam.","1","101"
"kalau panji bikin materi buat pemerintah saya ga permasalahkan. tapi kalau panji bikin materi menghiha islam jelas saya ga terima itu kenyakin saya di hina sampe mati pun akan ku jaga keyakinan saya","1","198"
"satu point saja jangan sampai komika itu di kategori ""kurang waras""..lhoo..jangan marah ..bayangkan kayak ada tuh orang gila..kan bebas tuh bro ngoceh sana sini ..ya karena ybs ""gila..jadi sudah kagak punya lagi ""rasa"" ke sesama..ngoceh aja bebas..kalo posisi gila mah sah sah saja kagak mempedulikan sesama..nahhh..pertanyaannya : apakah komika mau masuk kelompok yang mau bebas sebebas bebasnya sampai di kategori ""kurang waras ""?? kalo kagak mau ya kembali lagiii ..perhatikan sekitar mas brooo ..punya lah rasa karena anda hidup di sekitar ""sesama.. ke bebas an tanpa ada ""rasa"" atau bahasa jawanya roso, pasti melahirkan gesekan, juga ada yang risih ada yang ikut ketawa ada yang terenyuh..nahhhh .wahai komika anda anda ini masuk kategori mana ?? ngasal bicara asal lucu orang ketawa lantas merasa itu sah?? dimana rasa anda komika ??? hilang karena fokusnya ngejar lucu???.. mas gibran punya keluarga ..sholat adalah ajaran agama ..kalo anda komika sudah hilang roso yaa..kembali itu masalah moral. yang kritis ..wkwkkw..apakah menuju gila sudah dianggap wajar ya repot.. semoga bangsa indonesia yang ber pancasila bangsa yang ketimuran bapak ibu pihak pihak terkait memulihkan konsep komika atas ""kegilaan dianggap keren lucu dan sah. amit amit. karya nyata saja ..jangan mengejek lantas dianggap keren. ish moral anjlok bangga komika ??? amit amit. serius.","0","1365"
"orang bodoh yg melaporkan dia, harus nya yg loe laporkan itu seluruh ceramah para habib. sudah puluhan tahun masyarakat di rugikan dengan ceramah dusta nya","0","155"
"jika hukum tidak tegas maka halal kan saja panji itu","0","52"
"gimana ga banyak sejarah hanya jokowi yg memimpin agama di adu domba saling menghina karena ga ad ketegasan","3","107"
"yang buat penista agama ada ulama islam sendiri,, coba berhasil fpi dan teroris masuk ke indonesia.. gk bakalan ada beritanya dari as sprti ini.. kalau di suryah di pakistas lebih dari penistaan bahkan fitnah.. tidak ada berita sprti ini.. diindonesia sudah mulai diaman kan para radikal.malah keluar berita sprti ini,, ini semua settingan seolah2 mendukung padahal ada uda dibalik jenggkol","6","390"
"ini akal2an negara barat mendiskreditkan indonesia...dan negara2 muslim lainnya...","1","82"
"yg mestinya diatur itu legalitas bagi para tokoh agama, terutama para pendakwah darisana tu disaring agar mampu memberikan dakwah yg positif dan baik untuk negara.. tapi realitanya sekarang banyak para pendakwah memberikan ujaran kebencian..","0","241"
"apa yg dikatakan panji itu benar, karena sholat terbagi jadi 4, 1 sholat asal ingat, 2 sholat karena untk menggugurkan kewajiban, 3 sholat untk menutupi otak iblisnya, 4 sholat untk benteng hati dari kemungkaran","2","211"
"jelas dong pilih pemimpin harus yg sholatnya gak pernah bolong,,","0","64"
"gak pernah sholat, tapi tersinggung ketika komika kritik. tapi ketika zulkifli melecehkan ibadah sholat, mulut mereka bungkam","0","125"
"boleh mengeritik pemerintah klo salah klo pemeritah benar jangan tapi menghina islam itu udah patal","0","99"
"kok pak zulkifli hasan aman ya pas kampanye kemaren... padahal itu bener2 cara sholat dibuat becanda","0","100"
"kalau sdh gak bisa ikuti perintah allah swt mbok ya gak usah bawa2 islam cari cuan...jual agama demi duit dasar munafiq loe","4","123"
"ada dugaan panji adalah pki,dia telah menista agama islam jika kepolisian tidak menindak tegas,panji halal darahnya ditumpahkan/ditebas lehernya bagi tiap umat islam yg beriman","0","176"
"coba deh, daripada kamu terlalu berpihak pada satu pihak. kamu liat berita apa sudah liat zulhas bicara soal takhiyat akhir? sudah liat menteri agama yg korupsi dana haji? sudah liat mereka yg katanya solat, katanya agamis, tapi mencabuli santri? mungkin kamu dibayar, mungkin kamu goblok dalam bubble bias mu, idc. tapi setidaknya jgn bawa2 ayat untuk meluruskan niat busukmu. tidak ada pembenaran dalam merusak agama islam untuk kepentingan pribadi","0","450"
"haduuuuuh...laporin tuh menteri agama kita yg jelas2 menistakan agama islam,memalukan agama dan umat islam...agama jadi tameng buat korupsi...sadar woiiiii kalian2 manusia yg terlalu mabok agama","0","194"
"cari cari saja kesalahan..... orang orang yang merasa tersinggung biasanya orang tolol. aku orang islam tidak merasa tersinggung","0","128"
"ikut demo akbar bersama habaib dan ulama utk umat islam seluruh nusantara dan dunia kerumah panji ngluruk dan menjemput paksa utk dieksekusi mati ada dia pki","0","157"
"jiah....bkn agama skrg yg hrs di fokusin...tp virus corona gimana caranya spy ga jatoh bnyk korban lagi....nyawa manusia tuh bnyk yg berjatuhan...agama itu urusan pribadi masing2...","2","181"
"islam di india itu yang kalian urus,karna muslim disana di bantai,kok indonesia di tuduh macam macam. dasar penjajah tidak tau malu. justru muslim di indonesia direndahkan,mesjid dirusak,penjual miras dilindungi,eh malah muslim dipojokan.","6","238"
"amerisa lupaa dgn diskriminasi warganya beragama islam contoh ilhan omar dll, teman saya mulai sd sampai sekarang ada yg islam, kristen, katolik, hindu, konghucu yg gak ada tuh teman beragama budha saya gak mandang agama apupun slow...","0","235"
"sok ikut campur lo ah.. negara yg bnyk islamnya di usilin melulu. klo umat islam yg di obok2, diintimidasi pada merem. nanti nunggu pada mati ajalah baru bicara sama tuhan yg menciptakan manusia. umur manusia berapa lamanya sih.. krn kasus corona aja bnyk yg berpindah alam. masalahnya pada bahagia atau tidak bahagia di alam sana ? yg namanya benar itu mau percaya atau tidak percaya akan diperlihatkan, nanti semua pada membuktikan sendiri, siapa yg merugi dan siapa yg beruntung. klo masih di dunia mau kayak gimana aja bebas.","1","529"
